crop_image,depth[m],equivalent_diameter[px],grain_size[px],grain_size_err[px]
0,2003.101,308.9732672786375,2610681.85483871,0
0,2003.102,300.0339348555564,2465270.0,0
0,2003.103,315.69626593048514,2674259.195402299,0
0,2003.104,323.14429180425833,2786405.6701030927,0
0,2003.1050000000002,318.20320461121526,2692789.6551724137,0
0,2003.1060000000002,309.51513641004215,2597735.294117647,0
0,2003.1070000000002,311.8286681401138,2613318.9285714286,0
0,2003.1080000000002,321.09782135852726,2836988.432835821,0
0,2003.1090000000002,329.7635209674434,2954872.9338842975,0
0,2003.1100000000001,335.89442663543707,3190344.565217391,0
0,2003.111,355.11084138685106,3608774.5327102803,0
0,2003.112,353.3438767306393,3647937.75,0
0,2003.113,325.6006632783937,3269960.9223300973,0
0,2003.114,319.7495805868209,3360907.727272727,0
0,2003.1150000000002,315.2511173718825,3325843.203883495,0
0,2003.1160000000002,321.9180115092811,3360060.576923077,0
0,2003.1170000000002,329.10203789857536,3478929.0094339624,0
0,2003.1180000000002,309.59590255492975,3069852.370689655,0
0,2003.1190000000001,314.28991849456196,3094238.095238095,0
0,2003.1200000000001,297.1341766943415,2700999.2647058824,0
0,2003.121,286.84761750993266,2440969.6043165466,0
0,2003.122,303.8157678890165,2693993.8775510206,0
0,2003.123,310.77720688374114,2775100.0,0
0,2003.124,309.8501914747356,2613716.7253521127,0
0,2003.1250000000002,315.58629551700596,2716867.6785714286,0
0,2003.1260000000002,311.27817024113006,2649498.872180451,0
0,2003.1270000000002,313.93940377221827,2776764.7810218977,0
0,2003.1280000000002,306.23565884192453,2679743.703703704,0
0,2003.1290000000001,306.1058733364814,2683375.3703703703,0
0,2003.13,318.20672765123476,2876516.2790697673,0
0,2003.131,306.34596905344216,2690572.777777778,0
0,2003.132,290.09708216977856,2396664.1071428573,0
0,2003.133,301.9121094228668,2537838.811188811,0
0,2003.1340000000002,291.0443379902046,2365377.1126760566,0
0,2003.1350000000002,286.96271092548545,2305286.8333333335,0
0,2003.1360000000002,298.034624852439,2458059.0322580645,0
0,2003.1370000000002,285.15289537133276,2184396.404109589,0
0,2003.1380000000001,303.45574463683624,2426085.304054054,0
0,2003.1390000000001,300.8530244840997,2380984.1503267973,0
0,2003.14,293.76457964852835,2259817.5,0
0,2003.141,301.1987592472923,2344058.7423312883,0
0,2003.142,311.23635260893286,2498887.9934210526,0
0,2003.143,305.84316696566896,2444050.9677419355,0
0,2003.1440000000002,311.5053352105941,2514989.9671052634,0
0,2003.1450000000002,311.6692335643296,2514497.580645161,0
0,2003.1460000000002,305.73592070701346,2492684.105960265,0
0,2003.1470000000002,311.98827125142054,2604029.9363057325,0
0,2003.1480000000001,306.47765586074235,2517682.9032258065,0
0,2003.1490000000001,306.34674714800303,2524002.9801324503,0
0,2003.15,309.9033142044097,2575602.2580645164,0
0,2003.151,299.9834015615082,2414765.64516129,0
0,2003.152,297.57994612753896,2344052.1341463416,0
0,2003.1530000000002,283.4476978862733,2164775.4360465114,0
0,2003.1540000000002,274.9487023154706,2067044.8648648649,0
0,2003.1550000000002,270.6608301357286,2020112.8612716764,0
0,2003.1560000000002,269.5960742650118,1959641.0828025478,0
0,2003.1570000000002,263.8398141807619,1869898.0633802817,0
0,2003.1580000000001,257.4817913057443,1788288.671875,0
0,2003.159,249.62182736166332,1658105.652173913,0
0,2003.16,237.77410763418456,1502089.0957446808,0
1,2003.161,275.89197446476237,2040123.087431694,0
1,2003.162,270.66643123556844,2000621.8055555555,0
1,2003.1630000000002,284.28423631297625,2196959.463276836,0
1,2003.1640000000002,285.1627590001453,2176468.6781609193,0
1,2003.1650000000002,288.5463320955201,2222551.5988372094,0
1,2003.1660000000002,280.1782440225732,2096274.7252747254,0
1,2003.1670000000001,271.14394489761196,1984182.3298429318,0
1,2003.1680000000001,276.3982776377877,2085000.3826530613,0
1,2003.169,272.997577375598,1992669.035532995,0
1,2003.17,263.9037423833419,1865110.6280193236,0
1,2003.171,263.9055742668058,1843655.7511737088,0
1,2003.172,268.8666303026698,1889936.6438356165,0
1,2003.1730000000002,262.30799791294464,1769528.9351851852,0
1,2003.1740000000002,263.1774614064171,1775065.1136363635,0
1,2003.1750000000002,254.72971628473363,1662484.2391304348,0
1,2003.1760000000002,260.99796121433417,1777473.6607142857,0
1,2003.1770000000001,273.79734016578857,1934562.61682243,0
1,2003.178,268.02186361696124,1830721.9457013574,0
