crop_image,depth[m],equivalent_diameter[px],grain_size[px],grain_size_err[px]
0,2020.151,306.2540720857294,2593671.3235294116,0
0,2020.152,312.5537243674093,2696025.882352941,0
0,2020.153,307.1005591439643,2574958.0808080807,0
0,2020.154,314.84534634670973,2683544.827586207,0
0,2020.1550000000002,311.54518634221205,2619396.951219512,0
0,2020.1560000000002,317.29150563832775,2679621.5034965035,0
0,2020.1570000000002,320.59561091122833,2718973.8486842103,0
0,2020.1580000000001,319.4872935156903,2715521.405228758,0
0,2020.159,329.41196653151604,2844307.9617834394,0
0,2020.16,322.0845114299819,2689851.5202702703,0
0,2020.161,328.57390652792174,2767187.3333333335,0
0,2020.162,321.4506237619298,2643887.7483443706,0
0,2020.163,329.1716325535953,2805905.782312925,0
0,2020.164,342.270120132091,3076266.54676259,0
0,2020.1650000000002,344.9731490548732,3120433.3333333335,0
0,2020.1660000000002,345.40720786492744,3104081.343283582,0
0,2020.1670000000001,336.611361579874,2971342.962962963,0
0,2020.1680000000001,332.99506573760794,2936490.340909091,0
0,2020.169,342.67156315494356,3096222.8515625,0
0,2020.17,339.67800607852786,3016183.4,0
0,2020.171,341.6178279787985,3114329.8780487804,0
0,2020.172,352.02642717315905,3327517.8278688523,0
0,2020.173,351.2195404219098,3327193.5416666665,0
0,2020.174,340.62310921481446,3110328.0991735538,0
0,2020.1750000000002,341.2711819017829,3116406.3025210085,0
0,2020.1760000000002,345.3931420775082,3281802.118644068,0
0,2020.1770000000001,369.336273424572,3651985.1415094337,0
0,2020.178,381.1112043837388,3805665.776699029,0
0,2020.179,368.8126027366526,3689193.4466019417,0
0,2020.18,373.3504951054895,3902702.2935779816,0
0,2020.181,373.59935385782114,3879320.238095238,0
0,2020.182,367.5407769580135,3720939.75,0
0,2020.183,372.6828922404228,3848460.3365384615,0
0,2020.1840000000002,359.0900499059769,3553518.918918919,0
0,2020.1850000000002,342.22200004181275,3351857.7731092437,0
0,2020.1860000000001,332.38025110613285,3109121.487603306,0
0,2020.1870000000001,331.58845692264407,3243487.0,0
0,2020.188,325.66996891698574,3179008.527131783,0
0,2020.189,321.2895208572566,3026785.037878788,0
0,2020.19,309.5812921014082,2763383.2061068704,0
0,2020.191,313.1175026371748,2804900.5681818184,0
0,2020.192,313.6389895580556,2857932.0610687025,0
0,2020.193,308.9288776321316,2730532.9457364343,0
0,2020.1940000000002,311.06786870257656,2810982.7868852457,0
0,2020.1950000000002,318.34729627717564,2943207.37704918,0
0,2020.1960000000001,317.69467482032763,2968654.3032786883,0
0,2020.1970000000001,307.82857609300714,2725781.4049586775,0
0,2020.198,317.7665639741046,3011506.473214286,0
0,2020.199,332.4438224823423,3388152.669902913,0
0,2020.2,335.22261470579696,3432123.6979166665,0
0,2020.201,338.8434826652964,3467445.202020202,0
0,2020.202,336.06696170231163,3359820.8333333335,0
0,2020.2030000000002,321.73384994660347,3119695.631067961,0
0,2020.2040000000002,326.2096385720152,3218707.451923077,0
0,2020.2050000000002,331.8266254319205,3253135.597826087,0
