,area,equivalent_diameter,centroid_x,centroid_y,orientation,major_axis_length,minor_axis_length,perimeter
1,3700,13.727325035155395,109.99324324324324,9.41891891891892,-0.9887952591450531,14.960037330792249,13.039835592510741,45.79898987322333
2,25,1.1283791670955126,5371.0,5.0,45.00001609038752,0.0,0.0,0.0
3,19675,31.655007845624887,4350.954256670902,27.4853875476493,-6.746944640084195,40.53332000490023,26.18217113230789,115.01219330881975
4,25,1.1283791670955126,9728.0,7.0,45.00001609038752,0.0,0.0,0.0
5,25,1.1283791670955126,11022.0,7.0,45.00001609038752,0.0,0.0,0.0
6,100,2.256758334191025,9726.5,11.0,-31.71748575249332,3.23606797749979,1.2360679774997898,4.414213562373095
7,25,1.1283791670955126,5373.0,11.0,45.00001609038752,0.0,0.0,0.0
8,25,1.1283791670955126,5381.0,13.0,45.00001609038752,0.0,0.0,0.0
9,50,1.5957691216057308,9727.0,13.5,0.0,2.0,0.0,0.0
10,25,1.1283791670955126,5380.0,14.0,45.00001609038752,0.0,0.0,0.0
11,25,1.1283791670955126,5375.0,15.0,45.00001609038752,0.0,0.0,0.0
12,5250,16.351767622932517,6963.928571428572,26.12857142857143,-11.578998832138545,19.073169181839578,15.014326480859877,59.35533905932738
13,25,1.1283791670955126,9726.0,17.0,45.00001609038752,0.0,0.0,0.0
14,378400,138.8227421898567,2620.053646934461,122.56236786469344,7.705161469699825,217.1571835961611,93.9285650529461,610.8305191657992
15,50,1.5957691216057308,4484.5,20.0,90.00003218077504,2.0,0.0,0.0
16,25,1.1283791670955126,4483.0,21.0,45.00001609038752,0.0,0.0,0.0
17,50,1.5957691216057308,11025.0,22.5,0.0,2.0,0.0,0.0
18,25,1.1283791670955126,139.0,24.0,45.00001609038752,0.0,0.0,0.0
19,25,1.1283791670955126,4480.0,24.0,45.00001609038752,0.0,0.0,0.0
20,25,1.1283791670955126,4491.0,25.0,45.00001609038752,0.0,0.0,0.0
21,25,1.1283791670955126,4479.0,26.0,45.00001609038752,0.0,0.0,0.0
22,75,1.9544100476116797,145.0,28.0,0.0,3.265986323710904,0.0,1.0
23,25,1.1283791670955126,4492.0,27.0,45.00001609038752,0.0,0.0,0.0
24,66700,58.28381512352648,6937.981634182908,90.32833583208395,6.981092528757048,174.8555791065988,36.20522996062477,381.80003589374985
25,25,1.1283791670955126,11026.0,28.0,45.00001609038752,0.0,0.0,0.0
26,25,1.1283791670955126,142.0,29.0,45.00001609038752,0.0,0.0,0.0
27,100,2.256758334191025,6974.0,33.75,90.00003218077504,2.8284271247461903,1.7320508075688772,4.621320343559642
28,25,1.1283791670955126,6972.0,35.0,45.00001609038752,0.0,0.0,0.0
29,25,1.1283791670955126,6976.0,35.0,45.00001609038752,0.0,0.0,0.0
30,25,1.1283791670955126,6963.0,37.0,45.00001609038752,0.0,0.0,0.0
31,25,1.1283791670955126,6959.0,38.0,45.00001609038752,0.0,0.0,0.0
32,3711100,434.7467894978254,2358.9928929427933,240.26364150790872,-75.34827329106619,504.7775193302386,385.81874850058205,1597.7098115668775
33,1600550,285.5089177819751,5718.157992565056,198.73234200743494,-55.2746231996713,303.41180297384125,272.0070346413457,995.7514421272201
34,25,1.1283791670955126,6986.0,39.0,45.00001609038752,0.0,0.0,0.0
35,25,1.1283791670955126,6988.0,40.0,45.00001609038752,0.0,0.0,0.0
36,25,1.1283791670955126,6991.0,42.0,45.00001609038752,0.0,0.0,0.0
37,25,1.1283791670955126,4496.0,43.0,45.00001609038752,0.0,0.0,0.0
38,25,1.1283791670955126,6993.0,43.0,45.00001609038752,0.0,0.0,0.0
39,25,1.1283791670955126,11029.0,43.0,45.00001609038752,0.0,0.0,0.0
40,25,1.1283791670955126,6994.0,44.0,45.00001609038752,0.0,0.0,0.0
41,25,1.1283791670955126,116.0,45.0,45.00001609038752,0.0,0.0,0.0
42,25,1.1283791670955126,6995.0,45.0,45.00001609038752,0.0,0.0,0.0
43,25,1.1283791670955126,117.0,46.0,45.00001609038752,0.0,0.0,0.0
44,25,1.1283791670955126,6996.0,46.0,45.00001609038752,0.0,0.0,0.0
45,25,1.1283791670955126,6997.0,47.0,45.00001609038752,0.0,0.0,0.0
46,25,1.1283791670955126,6998.0,48.0,45.00001609038752,0.0,0.0,0.0
47,25,1.1283791670955126,11030.0,48.0,45.00001609038752,0.0,0.0,0.0
48,375,4.370193722368317,134.53333333333333,52.53333333333333,-24.871476327410228,6.3300839122448185,4.11839152765378,12.449747468305832
49,25,1.1283791670955126,6999.0,49.0,45.00001609038752,0.0,0.0,0.0
50,25,1.1283791670955126,126.0,50.0,45.00001609038752,0.0,0.0,0.0
51,25,1.1283791670955126,98.0,52.0,45.00001609038752,0.0,0.0,0.0
52,25,1.1283791670955126,129.0,52.0,45.00001609038752,0.0,0.0,0.0
53,25,1.1283791670955126,11031.0,52.0,45.00001609038752,0.0,0.0,0.0
54,25,1.1283791670955126,130.0,53.0,45.00001609038752,0.0,0.0,0.0
55,25,1.1283791670955126,7002.0,53.0,45.00001609038752,0.0,0.0,0.0
56,1058825,232.21867805619846,1986.0296791254457,186.0751304512077,-51.36429835528899,274.2078370042835,199.47346713560532,874.6732316404182
57,125,2.5231325220201604,137.8,57.2,-45.00001609038752,4.0,1.3856406460551023,5.414213562373095
58,25,1.1283791670955126,7004.0,56.0,45.00001609038752,0.0,0.0,0.0
59,50,1.5957691216057308,11032.0,56.5,0.0,2.0,0.0,0.0
60,25,1.1283791670955126,91.0,59.0,45.00001609038752,0.0,0.0,0.0
