crop_image,depth[m],equivalent_diameter[px],grain_size[px],grain_size_err[px]
0,2002.8045450000002,299.7192624717538,2352310.4166666665,0
0,2002.8055450000002,279.21178868486714,2101262.5,0
0,2002.8065450000001,272.5590720490507,1971622.8448275863,0
0,2002.8075450000001,279.6030334766005,2080903.4090909092,0
0,2002.8085450000003,272.1062177259039,2043725.0,0
0,2002.8095450000003,275.1988576246314,2205112.777777778,0
0,2002.8105450000003,282.8303999362241,2320323.138297872,0
0,2002.8115450000003,281.32080532156664,2311409.139784946,0
0,2002.8125450000002,275.91161335519985,2265907.3684210526,0
0,2002.8135450000002,278.90150833885417,2327416.836734694,0
0,2002.8145450000002,271.2878057904595,2165867.602040816,0
0,2002.8155450000002,287.6183484938234,2447971.505376344,0
0,2002.8165450000001,291.0693482028518,2704758.064516129,0
0,2002.817545,287.74464402480265,2650850.5263157897,0
0,2002.8185450000003,291.3787448416494,2649997.5274725277,0
0,2002.8195450000003,299.76631480226376,2709343.1818181816,0
0,2002.8205450000003,292.34775939892774,2620322.554347826,0
0,2002.8215450000002,285.5542779547063,2477613.970588235,0
0,2002.8225450000002,287.2365237572148,2450831.880733945,0
0,2002.8235450000002,281.67930510545347,2345184.448818898,0
0,2002.8245450000002,284.0399601390688,2384729.6428571427,0
0,2002.8255450000001,270.5741228816626,2128977.2875816994,0
0,2002.8265450000001,272.3028426202469,2021937.8164556962,0
0,2002.827545,279.23413921355893,2198067.5632911394,0
0,2002.8285450000003,288.14771822208604,2367524.3788819876,0
0,2002.8295450000003,285.5293270226907,2281541.2974683545,0
0,2002.8305450000003,287.3746922404014,2282223.113207547,0
0,2002.8315450000002,301.08424754725957,2498579.7077922076,0
0,2002.8325450000002,296.97093767815323,2441533.1699346406,0
0,2002.8335450000002,300.05701858887693,2505215.9863945576,0
0,2002.8345450000002,291.43692041978375,2396179.1666666665,0
0,2002.8355450000001,311.5471537804657,2721854.1984732826,0
0,2002.8365450000001,326.774890245309,3035203.2945736432,0
0,2002.8375450000003,310.4009592741483,2780969.5488721803,0
0,2002.8385450000003,303.5862011798354,2615878.492647059,0
0,2002.8395450000003,305.4629376108012,2671568.5430463576,0
0,2002.8405450000002,301.6284212082184,2595302.922077922,0
0,2002.8415450000002,299.1947644023386,2536717.419354839,0
0,2002.8425450000002,295.3435482214391,2571208.435582822,0
0,2002.8435450000002,295.53946169680245,2546358.5443037977,0
0,2002.8445450000002,306.63798927160104,2806728.476821192,0
0,2002.8455450000001,308.3588456453638,2828406.25,0
0,2002.846545,299.88160306308595,2618879.5,0
0,2002.8475450000003,312.99400155872297,2814102.380952381,0
0,2002.8485450000003,315.4030061865906,2866699.4791666665,0
0,2002.8495450000003,318.4019654441672,2886248.021582734,0
0,2002.8505450000002,322.2189549144236,2989586.3475177307,0
0,2002.8515450000002,320.01178710432333,2940417.4295774647,0
0,2002.8525450000002,327.049760407199,2932410.0,0
0,2002.8535450000002,320.44138423413415,2863868.0,0
0,2002.8545450000001,314.8657983807921,2675523.1666666665,0
0,2002.8555450000001,308.8037174182879,2587745.245398773,0
0,2002.8565450000003,304.48372088268997,2537795.9064327483,0
0,2002.8575450000003,294.21317442515783,2328874.2816091953,0
0,2002.8585450000003,280.3396125756042,2160122.316384181,0
0,2002.8595450000003,272.25479240091835,2054290.5279503106,0
0,2002.8605450000002,269.681250988842,1995683.2167832167,0
0,2002.8615450000002,263.8715345862292,1954941.015625,0
0,2002.8625450000002,263.8665082104289,1982710.436893204,0
0,2002.8635450000002,264.10634207212433,1963256.875,0
1,2002.8645450000001,304.3592757118283,2795697.7419354836,0
1,2002.865545,296.4132624430398,2838364.638157895,0
1,2002.8665450000003,290.7364220477345,2689403.59375,0
1,2002.8675450000003,274.8363850757246,2442953.879310345,0
1,2002.8685450000003,258.9488603790913,2174360.5721393037,0
1,2002.8695450000002,239.70250507342053,1761141.6304347827,0
1,2002.8705450000002,230.8098787624892,1590775.0,0
1,2002.8715450000002,220.24227506519526,1424609.201388889,0
1,2002.8725450000002,214.57299908174699,1338241.8512658228,0
1,2002.8735450000001,209.93756879779707,1260430.7462686568,0
1,2002.8745450000001,206.28570073625326,1179246.1095100865,0
1,2002.875545,208.3709971950216,1162017.2585227273,0
1,2002.8765450000003,206.53875565577312,1158236.5497076022,0
1,2002.8775450000003,212.87365733998888,1248766.9504643963,0
1,2002.8785450000003,220.65509358636993,1386884.7602739725,0
1,2002.8795450000002,231.47552239746773,1603527.4809160305,0
1,2002.8805450000002,237.4954704889524,1704908.4728033473,0
1,2002.8815450000002,252.46719603131402,1905494.8113207547,0
1,2002.8825450000002,270.3216376882358,2166307.236842105,0
1,2002.8835450000001,291.5063288701008,2451877.380952381,0
1,2002.8845450000001,300.58838693259753,2607912.732919255,0
1,2002.8855450000003,308.7789975575227,2715676.470588235,0
1,2002.8865450000003,309.5637395851473,2711679.0849673203,0
1,2002.8875450000003,303.5230202315707,2557811.40625,0
1,2002.8885450000002,311.8269585056384,2620340.3481012657,0
1,2002.8895450000002,311.7597682425194,2532733.0745341615,0
1,2002.8905450000002,319.07598773079343,2653969.230769231,0
1,2002.8915450000002,336.91856208599194,3002953.355704698,0
1,2002.8925450000002,346.50101581015224,3192452.7372262776,0
1,2002.8935450000001,350.23821825362313,3299170.2290076334,0
1,2002.894545,352.8116048883928,3283157.4803149607,0
1,2002.8955450000003,348.406349784982,3240263.3587786257,0
1,2002.8965450000003,350.67704402917576,3290839.8076923075,0
1,2002.8975450000003,356.5480673106065,3543890.0406504064,0
1,2002.8985450000002,352.21258731188124,3526955.0,0
1,2002.8995450000002,334.6411408690057,3257336.6141732284,0
1,2002.9005450000002,328.72984615440413,3112275.751879699,0
1,2002.9015450000002,307.0564277250254,2722512.6785714286,0
1,2002.9025450000001,308.21253558946074,2706622.8873239434,0
1,2002.9035450000001,309.14538989578364,2730831.0402684566,0
1,2002.9045450000003,305.25942510881225,2664046.5460526315,0
1,2002.9055450000003,308.463605108714,2716753.378378378,0
1,2002.9065450000003,301.89060985658944,2611182.6158940396,0
1,2002.9075450000003,295.95299748647267,2416230.8441558443,0
1,2002.9085450000002,289.29117613343067,2266166.2671232875,0
1,2002.9095450000002,294.69653487635065,2357284.9236641224,0
1,2002.9105450000002,291.37780615136273,2347351.9736842103,0
1,2002.9115450000002,298.3689510097849,2468460.1063829786,0
1,2002.9125450000001,288.64275633940275,2324363.8554216865,0
