crop_image,depth[m],equivalent_diameter[px],grain_size[px],grain_size_err[px]
0,2021.8010000000002,301.91419515378067,2445558.6666666665,0
0,2021.8020000000001,293.35069873956195,2322116.56626506,0
0,2021.803,295.51184845343016,2457331.989247312,0
0,2021.804,302.517535942232,2802981.796116505,0
0,2021.8050000000003,304.8785130449646,2821503.4782608696,0
0,2021.8060000000003,302.8581711546611,2773352.2916666665,0
0,2021.8070000000002,300.449071961183,2774916.9421487604,0
0,2021.8080000000002,317.0553820887877,3194303.7280701753,0
0,2021.8090000000002,337.88077584126523,3655101.4423076925,0
0,2021.8100000000002,356.2048514930288,4054018.2795698927,0
0,2021.8110000000001,371.2430992903197,4521287.65060241,0
0,2021.8120000000001,377.1423174963933,4515569.540229885,0
0,2021.813,376.9733361731859,4390628.651685393,0
0,2021.814,372.0995015946367,4003696.9101123596,0
0,2021.8150000000003,374.4846931089331,4018195.9770114943,0
0,2021.8160000000003,393.54185910329085,4359110.483870967,0
0,2021.8170000000002,409.9694974317473,4576644.827586207,0
0,2021.8180000000002,373.6850578652337,3706317.2680412373,0
0,2021.8190000000002,351.37091512772764,3292447.5225225226,0
0,2021.8200000000002,337.5753207257936,3049605.769230769,0
0,2021.8210000000001,333.1172767251171,3061306.779661017,0
0,2021.8220000000001,328.78915576053674,3035773.275862069,0
0,2021.823,340.7149354711054,3248573.4913793104,0
0,2021.824,337.2847149095795,3206920.625,0
0,2021.8250000000003,345.5741260329915,3360965.625,0
0,2021.8260000000002,329.7531528007549,3013330.5118110236,0
0,2021.8270000000002,319.38326216095203,2843529.255319149,0
0,2021.8280000000002,310.46089634045296,2734802.852348993,0
0,2021.8290000000002,310.828955332975,2744688.9492753623,0
0,2021.8300000000002,321.3053901696745,2985110.563380282,0
0,2021.8310000000001,319.0187665868537,2850160.5555555555,0
0,2021.832,337.3215901756221,3409795.5223880596,0
0,2021.833,336.040153402228,3414122.8846153845,0
0,2021.8340000000003,342.8525768664801,3549469.0,0
0,2021.8350000000003,318.68106240182715,3158986.153846154,0
0,2021.8360000000002,313.135718952994,3100509.742647059,0
0,2021.8370000000002,320.9725639804186,3240245.038167939,0
0,2021.8380000000002,337.14117152790715,3532496.25,0
0,2021.8390000000002,343.18672619296865,3551429.0322580645,0
0,2021.8400000000001,354.03275210402427,3668896.6666666665,0
0,2021.8410000000001,360.5709258669917,3788266.9421487604,0
0,2021.842,347.59516294150853,3260784.1666666665,0
0,2021.843,339.1873370939994,3067476.229508197,0
0,2021.8440000000003,336.9705830978781,3022058.401639344,0
0,2021.8450000000003,358.2293343019471,3570838.1147540985,0
0,2021.8460000000002,367.6609175115888,3723680.0458715595,0
0,2021.8470000000002,369.507275800626,3750945.754716981,0
0,2021.8480000000002,378.23442074616355,3945303.605769231,0
0,2021.8490000000002,382.67747654574913,4090765.9793814435,0
0,2021.8500000000001,381.0390549791894,4079583.0729166665,0
0,2021.851,368.02010021075387,3885517.663043478,0
0,2021.852,384.2435455506977,4320227.840909091,0
0,2021.8530000000003,412.10016570794807,4935242.73255814,0
0,2021.8540000000003,406.49196535027704,4864616.369047619,0
0,2021.8550000000002,381.79148314446775,4198127.469135802,0
0,2021.8560000000002,395.50282613074916,4504108.928571428,0
0,2021.8570000000002,413.8984544935482,4932922.033898305,0
0,2021.8580000000002,404.08419989007297,4769156.770833333,0
0,2021.8590000000002,394.7290062861443,4682589.7727272725,0
0,2021.8600000000001,368.3955596232655,4368130.303030303,0
1,2021.861,334.2307992358344,3328082.6754385964,0
1,2021.862,336.5165367564874,3239786.475409836,0
1,2021.8630000000003,321.6029381324426,2892727.8455284555,0
1,2021.8640000000003,331.0717245020672,3048613.8671875,0
1,2021.8650000000002,330.08943207086946,3060701.145038168,0
1,2021.8660000000002,317.6884320333858,2802355.223880597,0
1,2021.8670000000002,324.37774425618744,2919126.526717557,0
1,2021.8680000000002,343.92162410983025,3246133.5877862596,0
