crop_image,depth[m],equivalent_diameter[px],grain_size[px],grain_size_err[px]
0,2019.601,290.29242452129114,2190978.723404255,0
0,2019.602,292.6394554135598,2303601.171875,0
0,2019.603,293.4159934233724,2381860.3571428573,0
0,2019.604,315.374457512008,2701476.298701299,0
0,2019.6050000000002,328.7806297723817,2890805.459770115,0
0,2019.6060000000002,323.07266672480364,2802936.855670103,0
0,2019.6070000000002,334.7599775086114,3025899.523809524,0
0,2019.6080000000002,346.92790721398393,3253260.238095238,0
0,2019.6090000000002,333.43943569221403,3017431.0344827585,0
0,2019.6100000000001,332.62652470747435,2980661.5384615385,0
0,2019.611,356.76537095128674,3457917.6991150444,0
0,2019.612,367.04513024958044,3606254.1666666665,0
0,2019.613,375.59384985019506,3701970.873786408,0
0,2019.614,366.5331413008773,3580242.401960784,0
0,2019.6150000000002,367.678580576501,3587427.205882353,0
0,2019.6160000000002,373.2894791933718,3655317.574257426,0
0,2019.6170000000002,363.0125559030928,3428120.754716981,0
0,2019.6180000000002,337.231006758813,3031255.6818181816,0
0,2019.6190000000001,364.7419666157636,3526925.7425742573,0
0,2019.6200000000001,387.4870143975114,3960567.1717171716,0
0,2019.621,360.9086501317533,3487764.0306122447,0
0,2019.622,359.5934909852775,3486712.2596153845,0
0,2019.623,365.68507527793895,3661691.6666666665,0
0,2019.624,368.29631866991633,3697949.7596153845,0
0,2019.6250000000002,365.6569092180978,3702890.3465346536,0
0,2019.6260000000002,365.20561217745075,3700297.0873786407,0
0,2019.6270000000002,376.9634749727131,3911514.25,0
0,2019.6280000000002,397.61948036992936,4230530.319148936,0
0,2019.6290000000001,383.8121670685691,3940864.84375,0
0,2019.63,380.80189648639305,3907370.4545454546,0
0,2019.631,381.2711427723919,3867284.5,0
0,2019.632,368.30114623201246,3640848.25,0
0,2019.633,373.0300426589316,3790797.8365384615,0
0,2019.6340000000002,360.75692156946775,3601909.862385321,0
0,2019.6350000000002,349.23663356575236,3375507.4786324785,0
