,area,equivalent_diameter,centroid_x,centroid_y,orientation,major_axis_length,minor_axis_length,perimeter
1,25,1.1283791670955126,5997.0,1.0,45.00001609038752,0.0,0.0,0.0
2,175,2.985410660720923,7616.571428571428,2.7142857142857144,-8.34962510252249,4.155374705678736,1.9054711331003737,7.207106781186548
3,400,4.51351666838205,3650.1875,4.1875,45.00001609038752,6.6332495807108,2.979093821953246,13.071067811865476
4,250,3.5682482323055424,5440.5,3.2,69.49548139829993,4.9995080071924605,3.219459533216481,8.621320343559642
5,25,1.1283791670955126,5998.0,2.0,45.00001609038752,0.0,0.0,0.0
6,475,4.918490759365935,8390.631578947368,5.105263157894737,-8.948565506322716,7.960327435374224,3.549640280986021,15.449747468305834
7,25,1.1283791670955126,9073.0,2.0,45.00001609038752,0.0,0.0,0.0
8,175,2.985410660720923,7743.142857142857,5.142857142857143,-5.511729952667995,7.260683829712151,1.2192423703306703,6.207106781186548
9,25,1.1283791670955126,135.0,4.0,45.00001609038752,0.0,0.0,0.0
10,425,4.652426491681278,503.11764705882354,7.411764705882353,-11.624573239841464,8.510831196483496,2.552224369207466,15.035533905932738
11,1575,8.95623198216277,2717.968253968254,13.555555555555555,-3.0470229964701834,19.773929788943736,5.28302186267436,43.520815280171306
12,97125,70.33161189178098,7309.642728442728,50.103989703989704,16.460388126052596,95.63870604311855,53.30055328734971,307.55739520663053
13,25,1.1283791670955126,2095.0,7.0,45.00001609038752,0.0,0.0,0.0
14,25,1.1283791670955126,5959.0,7.0,45.00001609038752,0.0,0.0,0.0
15,75,1.9544100476116797,535.6666666666666,8.333333333333334,-45.00001609038752,2.3094010767585034,1.3333333333333333,3.414213562373095
16,150,2.763953195770684,998.5,10.0,17.608802780371004,5.404236119112784,1.208676398190789,4.0
17,25,1.1283791670955126,2769.0,8.0,45.00001609038752,0.0,0.0,0.0
18,1050,7.312732791431452,5414.333333333333,15.547619047619047,-9.22608512058262,19.571870527395948,3.2782423218824657,28.899494936611664
19,350,4.222008245644752,6863.428571428572,9.214285714285714,80.09578296261473,5.4408504986827495,3.360819101745459,12.071067811865476
20,25,1.1283791670955126,7615.0,8.0,45.00001609038752,0.0,0.0,0.0
21,50,1.5957691216057308,7644.5,8.0,90.00003218077504,2.0,0.0,0.0
22,200,3.1915382432114616,3648.75,10.125,-54.64504264869654,4.507893913753563,2.104493398028036,8.242640687119284
23,3450,13.255453865237978,5962.079710144928,31.681159420289855,-5.389888559068432,30.106809966645994,13.10922519726767,88.11269837220809
24,12500,25.2313252202016,7253.826,23.17,78.83212862603165,42.01298577297976,16.72681112583629,114.4558441227157
25,50,1.5957691216057308,7614.5,12.0,90.00003218077504,2.0,0.0,0.0
26,25,1.1283791670955126,11658.0,12.0,45.00001609038752,0.0,0.0,0.0
27,50,1.5957691216057308,7321.0,13.5,0.0,2.0,0.0,0.0
28,25,1.1283791670955126,998.0,14.0,45.00001609038752,0.0,0.0,0.0
29,50,1.5957691216057308,11659.0,14.5,0.0,2.0,0.0,0.0
30,25,1.1283791670955126,465.0,15.0,45.00001609038752,0.0,0.0,0.0
31,25,1.1283791670955126,999.0,15.0,45.00001609038752,0.0,0.0,0.0
32,25,1.1283791670955126,2714.0,15.0,45.00001609038752,0.0,0.0,0.0
33,25,1.1283791670955126,2991.0,15.0,45.00001609038752,0.0,0.0,0.0
34,25,1.1283791670955126,9610.0,15.0,45.00001609038752,0.0,0.0,0.0
35,1516975,277.9548566493936,11177.448326439131,170.02636826579212,-0.6409571233627697,339.81933904706807,279.8197354115249,3867.6532085736344
36,50,1.5957691216057308,1616.5,16.0,90.00003218077504,2.0,0.0,0.0
37,75,1.9544100476116797,11660.0,17.0,0.0,3.265986323710904,0.0,1.0
38,250,3.5682482323055424,999.4,21.1,9.085053843085875,9.99480680484413,1.176365986350109,8.0
39,275,3.742410318509555,7729.363636363636,18.636363636363637,-30.286282627690674,4.610834905547121,3.0688576741519786,10.65685424949238
40,50,1.5957691216057308,7617.5,18.0,90.00003218077504,2.0,0.0,0.0
41,514225,161.83097415407707,9173.046040157518,160.768097622636,-2.706329686384201,304.2818171915856,102.97745459047358,1215.8092706097393
42,100,2.256758334191025,3657.0,19.5,-58.28254642828171,3.23606797749979,1.2360679774997898,4.414213562373095
43,75,1.9544100476116797,11661.0,20.0,0.0,3.265986323710904,0.0,1.0
44,75,1.9544100476116797,2771.6666666666665,20.666666666666668,45.00001609038752,2.3094010767585034,1.3333333333333333,3.414213562373095
45,100,2.256758334191025,2945.5,20.5,45.00001609038752,2.0,2.0,4.0
46,125,2.5231325220201604,7620.8,20.6,71.5650767661759,3.098386676965933,1.7888543819998317,5.207106781186548
47,412600,144.96049615777784,6260.036173048958,95.91844401357247,-57.158738439888225,208.15268452803835,110.08776317235528,826.5533905932737
48,550,5.292567428401227,7571.363636363636,26.363636363636363,-1.076293760402161,12.79671405172139,3.5180023995777767,21.449747468305834
49,650,5.753627391751592,11083.423076923076,25.884615384615383,-0.36414860674465727,13.235496476959678,2.75515222403749,23.863961030678926
50,25,1.1283791670955126,2947.0,22.0,45.00001609038752,0.0,0.0,0.0
51,25,1.1283791670955126,7636.0,22.0,45.00001609038752,0.0,0.0,0.0
52,100,2.256758334191025,8969.5,22.5,45.00001609038752,2.0,2.0,4.0
53,100,2.256758334191025,11661.75,24.25,-18.43495541459913,3.4641016151377544,1.4142135623730951,3.2071067811865475
54,25,1.1283791670955126,8382.0,24.0,45.00001609038752,0.0,0.0,0.0
55,25,1.1283791670955126,11099.0,24.0,45.00001609038752,0.0,0.0,0.0
56,25,1.1283791670955126,11107.0,24.0,45.00001609038752,0.0,0.0,0.0
57,25,1.1283791670955126,10216.0,25.0,45.00001609038752,0.0,0.0,0.0
58,25,1.1283791670955126,11106.0,25.0,45.00001609038752,0.0,0.0,0.0
59,105950,73.45739711280015,11295.28716375649,65.26285983954696,33.648248118359795,100.47425897267534,55.19030530442618,280.56349186104046
60,50,1.5957691216057308,2993.0,26.5,0.0,2.0,0.0,0.0
61,25,1.1283791670955126,11108.0,26.0,45.00001609038752,0.0,0.0,0.0
62,146500,86.37814383365767,7374.599317406143,79.76945392491467,41.01348119710452,116.19982037227966,70.15978581917925,353.5929291125633
63,666500,184.24051200167526,10243.42726931733,111.49827456864216,56.15404705725158,231.57730158692678,152.37348640334943,878.1280297426074
64,175,2.985410660720923,11661.857142857143,29.142857142857142,5.511729952667995,7.260683829712151,1.2192423703306703,6.207106781186548
65,200,3.1915382432114616,1001.5,31.0,12.387574713767211,7.6573913395197915,1.168057307432856,6.0
66,25,1.1283791670955126,8382.0,28.0,45.00001609038752,0.0,0.0,0.0
67,13800,26.510907730475957,10754.315217391304,66.5054347826087,4.814125678499593,62.320802694491015,17.891129205708168,242.5452018978108
68,475,4.918490759365935,5987.0,34.0,-83.73562608627293,7.492235046858282,3.0904084728307817,14.828427124746192
69,328575,129.36068698199713,4925.67381876284,148.99277181769764,0.7268750286650579,241.337999310096,72.54569013126246,920.3879143724298
70,2500625,356.8694235461125,7244.469832541865,240.14037490627342,26.534884022167198,378.01477183586326,355.3029731169921,1698.5220407694474
71,75,1.9544100476116797,8382.0,35.0,0.0,3.265986323710904,0.0,1.0
72,25,1.1283791670955126,9060.0,34.0,45.00001609038752,0.0,0.0,0.0
73,75,1.9544100476116797,11140.0,34.0,90.00003218077504,3.265986323710904,0.0,1.0
74,2613600,364.8418218417303,6772.786329201102,296.33112373737373,6.330818367354118,511.41611069678584,305.9882302133866,4248.0299756577715
75,50,1.5957691216057308,9058.0,35.5,0.0,2.0,0.0,0.0
76,200,3.1915382432114616,9062.5,35.5,90.00003218077504,4.47213595499958,2.0,8.0
77,25,1.1283791670955126,11142.0,35.0,45.00001609038752,0.0,0.0,0.0
78,175,2.985410660720923,1003.4285714285714,38.57142857142857,14.089300092806637,6.553504018576144,1.2082004568003004,5.0
79,50,1.5957691216057308,2995.0,36.5,0.0,2.0,0.0,0.0
80,25,1.1283791670955126,5661.0,36.0,45.00001609038752,0.0,0.0,0.0
81,8550,20.867389014906145,8543.646198830409,56.27485380116959,9.156232989294438,41.29016013115373,11.139941327164566,100.76955262170047
82,4425,15.012108426804138,689.5875706214689,54.14124293785311,-0.815590153772394,40.542147306166335,6.718283914692182,94.76955262170048
83,7975,20.153496341094687,707.1003134796239,45.24764890282132,84.63118495964972,27.861195789137234,19.129411094952605,139.118795026618
84,25,1.1283791670955126,8534.0,37.0,45.00001609038752,0.0,0.0,0.0
85,75,1.9544100476116797,9054.666666666666,37.333333333333336,-45.00001609038752,2.3094010767585034,1.3333333333333333,3.414213562373095
86,2211825,335.6297398046753,10064.212121212122,258.52284877872347,-18.83826529265915,405.57999818089115,290.11098287557627,1582.7819253992695
87,5829550,544.88213727414,455.49512398041014,354.53883232839587,-71.08535499630928,698.5794588182277,557.5117110722019,5732.599564173221
88,725,6.076507779746499,720.8620689655172,44.689655172413794,13.730331508789115,18.025097426326454,2.1992379478954103,26.414213562373096
89,50,1.5957691216057308,11093.0,39.5,0.0,2.0,0.0,0.0
90,25,1.1283791670955126,694.0,40.0,45.00001609038752,0.0,0.0,0.0
91,75,1.9544100476116797,2674.3333333333335,40.333333333333336,45.00001609038752,2.3094010767585034,1.3333333333333333,3.414213562373095
92,620350,177.7474783592114,4244.55928105102,153.96937212863705,-0.39231296186165415,256.9725965941728,144.61720267652834,1860.6458864299484
93,25,1.1283791670955126,5957.0,40.0,45.00001609038752,0.0,0.0,0.0
94,300,3.9088200952233594,6365.083333333333,42.666666666666664,-54.73608921964048,6.236035651674299,2.426857459519384,7.621320343559642
95,25,1.1283791670955126,6838.0,41.0,45.00001609038752,0.0,0.0,0.0
96,2400,11.055812783082736,10996.927083333334,59.635416666666664,3.7652876757976923,44.72831613254665,3.240256737473891,70.97056274847714
97,25,1.1283791670955126,540.0,42.0,45.00001609038752,0.0,0.0,0.0
98,75,1.9544100476116797,4250.0,43.0,90.00003218077504,3.265986323710904,0.0,1.0
99,50,1.5957691216057308,10755.0,43.5,0.0,2.0,0.0,0.0
100,100,2.256758334191025,11096.5,43.5,45.00001609038752,2.0,2.0,4.0
101,25,1.1283791670955126,692.0,44.0,45.00001609038752,0.0,0.0,0.0
102,25,1.1283791670955126,2120.0,45.0,45.00001609038752,0.0,0.0,0.0
103,25,1.1283791670955126,11141.0,45.0,45.00001609038752,0.0,0.0,0.0
104,125,2.5231325220201604,21.8,46.8,45.00001609038752,4.0,1.3856406460551023,5.414213562373095
105,25,1.1283791670955126,694.0,46.0,45.00001609038752,0.0,0.0,0.0
106,650,5.753627391751592,4249.923076923077,51.38461538461539,6.723192094254577,14.73298951690211,3.4441394887445305,20.82842712474619
107,500,5.046265044040321,9024.6,47.9,-70.59178417569268,9.936315544483078,2.711020730364108,17.242640687119284
108,488825,157.7835632067125,1628.533115122999,152.7412161816601,-12.132646582051436,207.91979263883596,122.95529732882872,1060.9097756731276
109,25,1.1283791670955126,11100.0,47.0,45.00001609038752,0.0,0.0,0.0
110,350,4.222008245644752,6822.142857142857,48.857142857142854,-80.69494648969734,6.457483720650046,2.816657071559143,11.449747468305834
111,250,3.5682482323055424,9042.5,48.8,90.00003218077504,4.09878030638384,2.9933259094191533,8.82842712474619
112,125,2.5231325220201604,472.2,50.6,5.152425076704936,4.093338188813543,1.5635160606788383,4.414213562373095
113,25,1.1283791670955126,4280.0,49.0,45.00001609038752,0.0,0.0,0.0
114,4104100,457.18715710516545,1206.5390463195342,307.4442021393241,44.17507249634304,590.5288378238224,380.8545733263576,4243.177161915384
115,1625,9.09728368293446,6819.784615384616,54.15384615384615,59.45521377098799,17.08901722521495,6.097786899294381,44.79898987322333
116,25,1.1283791670955126,5664.0,51.0,45.00001609038752,0.0,0.0,0.0
117,50,1.5957691216057308,9004.5,51.0,90.00003218077504,2.0,0.0,0.0
118,100,2.256758334191025,9032.5,51.5,45.00001609038752,2.0,2.0,4.0
119,50,1.5957691216057308,11117.0,51.5,0.0,2.0,0.0,0.0
120,25,1.1283791670955126,2995.0,52.0,45.00001609038752,0.0,0.0,0.0
121,27100,37.150930896720695,7551.2463099630995,73.59594095940959,-6.790194494585261,47.63775763047373,30.01878664611826,157.0538238691624
122,75,1.9544100476116797,3582.6666666666665,53.333333333333336,-45.00001609038752,2.3094010767585034,1.3333333333333333,3.414213562373095
123,25,1.1283791670955126,4264.0,53.0,45.00001609038752,0.0,0.0,0.0
124,75,1.9544100476116797,5693.666666666667,53.666666666666664,45.00001609038752,2.3094010767585034,1.3333333333333333,3.414213562373095
125,50,1.5957691216057308,10754.0,53.5,0.0,2.0,0.0,0.0
126,6100,17.625846048215095,708.3483606557377,61.15163934426229,-78.56135551807549,32.51557849940516,14.393806272649636,146.5685424949238
127,75,1.9544100476116797,2682.0,55.0,0.0,3.265986323710904,0.0,1.0
128,96950,70.26822151216695,11683.34270242393,90.55569881382156,-41.139782356580675,99.3368585322224,51.515424336011954,298.1137443927346
129,500,5.046265044040321,724.15,59.85,6.631666742948711,12.427191587321312,2.201115456310824,20.207106781186546
130,75,1.9544100476116797,2760.3333333333335,55.333333333333336,45.00001609038752,2.3094010767585034,1.3333333333333333,3.414213562373095
131,1225,7.898654169668588,4264.244897959184,63.326530612244895,4.071350651912091,17.846583478820484,4.292521269587373,32.10660171779821
