,area,equivalent_diameter,centroid_x,centroid_y,orientation,major_axis_length,minor_axis_length,perimeter
1,25,1.1283791670955126,5428.0,1.0,45.00001609038752,0.0,0.0,0.0
2,25,1.1283791670955126,5366.0,2.0,45.00001609038752,0.0,0.0,0.0
3,375,4.370193722368317,5409.933333333333,3.4,73.28762061371576,5.489814577923585,3.619045655359054,11.863961030678926
4,100,2.256758334191025,1687.0,6.5,0.0,4.47213595499958,0.0,2.0
5,50,1.5957691216057308,1686.0,11.5,0.0,2.0,0.0,0.0
6,25,1.1283791670955126,7314.0,14.0,45.00001609038752,0.0,0.0,0.0
7,425,4.652426491681278,4617.35294117647,17.11764705882353,-33.949945403512395,6.003847669284099,4.040732060676286,14.071067811865476
8,2275,10.764051215546116,4629.054945054945,24.032967032967033,76.72610904517839,17.6643568602665,13.61936935934863,56.8700576850888
9,25,1.1283791670955126,1685.0,18.0,45.00001609038752,0.0,0.0,0.0
10,175,2.985410660720923,4619.714285714285,21.571428571428573,30.963767603603337,4.0,2.2131333406899523,7.65685424949238
11,2925,12.205286835384658,1636.2564102564102,43.8034188034188,-5.072364275036736,48.432661608279304,5.066248356986689,87.21320343559643
12,75,1.9544100476116797,1684.0,22.0,0.0,3.265986323710904,0.0,1.0
13,25,1.1283791670955126,9976.0,24.0,45.00001609038752,0.0,0.0,0.0
14,25,1.1283791670955126,1649.0,25.0,45.00001609038752,0.0,0.0,0.0
15,5098450,509.57033496289756,11398.374559915268,327.97817964283263,-35.494405913667265,584.4034230359622,455.33993670948945,1864.0682886877844
16,3000,12.360774464742066,1656.95,38.108333333333334,32.66007574588837,34.04794139261346,6.601255624049689,70.39087296526012
17,50,1.5957691216057308,1683.0,26.5,0.0,2.0,0.0,0.0
18,25,1.1283791670955126,9969.0,26.0,45.00001609038752,0.0,0.0,0.0
19,25,1.1283791670955126,9967.0,27.0,45.00001609038752,0.0,0.0,0.0
20,100,2.256758334191025,1612.75,28.75,18.43495541459913,3.4641016151377544,1.4142135623730951,3.2071067811865475
21,25,1.1283791670955126,1658.0,28.0,45.00001609038752,0.0,0.0,0.0
22,75,1.9544100476116797,9965.333333333334,28.333333333333332,45.00001609038752,2.3094010767585034,1.3333333333333333,3.414213562373095
23,25,1.1283791670955126,9983.0,28.0,45.00001609038752,0.0,0.0,0.0
24,50,1.5957691216057308,1682.0,30.5,0.0,2.0,0.0,0.0
25,25,1.1283791670955126,9964.0,30.0,45.00001609038752,0.0,0.0,0.0
26,25,1.1283791670955126,9963.0,31.0,45.00001609038752,0.0,0.0,0.0
27,25,1.1283791670955126,9986.0,31.0,45.00001609038752,0.0,0.0,0.0
28,75,1.9544100476116797,1681.0,33.0,0.0,3.265986323710904,0.0,1.0
29,25,1.1283791670955126,9009.0,32.0,45.00001609038752,0.0,0.0,0.0
30,25,1.1283791670955126,9987.0,32.0,45.00001609038752,0.0,0.0,0.0
31,25,1.1283791670955126,9962.0,33.0,45.00001609038752,0.0,0.0,0.0
32,25,1.1283791670955126,9988.0,34.0,45.00001609038752,0.0,0.0,0.0
33,725,6.076507779746499,1674.4137931034484,41.3448275862069,-54.471948886686505,18.665673714939285,3.329934392022957,28.692388155425117
34,25,1.1283791670955126,9961.0,36.0,45.00001609038752,0.0,0.0,0.0
35,25,1.1283791670955126,9989.0,36.0,45.00001609038752,0.0,0.0,0.0
36,25,1.1283791670955126,1641.0,37.0,45.00001609038752,0.0,0.0,0.0
37,25,1.1283791670955126,1652.0,37.0,45.00001609038752,0.0,0.0,0.0
38,275,3.742410318509555,1662.0,39.09090909090909,57.31570162004696,8.759979238338222,1.7693310427742581,11.621320343559644
39,42825,46.70181302831116,5634.5960303561005,83.48861646234676,0.5052102646073835,86.8053901151539,26.83851115382867,203.0538238691624
40,3706750,434.49191856452586,6024.233863896945,334.92311323936065,4.321387756885395,703.1928858179986,296.41618514298665,2431.239861563038
41,25,1.1283791670955126,1639.0,39.0,45.00001609038752,0.0,0.0,0.0
42,150,2.763953195770684,9959.166666666666,40.5,-30.963767603603344,4.320493798938573,1.8856180831641272,6.621320343559642
43,25,1.1283791670955126,1640.0,40.0,45.00001609038752,0.0,0.0,0.0
44,25,1.1283791670955126,1651.0,40.0,45.00001609038752,0.0,0.0,0.0
45,50,1.5957691216057308,9991.0,41.5,0.0,2.0,0.0,0.0
46,100,2.256758334191025,1639.5,42.5,45.00001609038752,2.0,2.0,4.0
47,25,1.1283791670955126,1666.0,42.0,45.00001609038752,0.0,0.0,0.0
48,25,1.1283791670955126,1667.0,43.0,45.00001609038752,0.0,0.0,0.0
49,75,1.9544100476116797,1639.6666666666667,45.666666666666664,45.00001609038752,2.3094010767585034,1.3333333333333333,3.414213562373095
50,25,1.1283791670955126,9992.0,46.0,45.00001609038752,0.0,0.0,0.0
51,25,1.1283791670955126,922.0,47.0,45.00001609038752,0.0,0.0,0.0
52,50,1.5957691216057308,1638.5,48.0,90.00003218077504,2.0,0.0,0.0
53,75,1.9544100476116797,9961.0,54.0,0.0,3.265986323710904,0.0,1.0
54,75,1.9544100476116797,9992.0,55.0,0.0,3.265986323710904,0.0,1.0
55,25,1.1283791670955126,1597.0,56.0,45.00001609038752,0.0,0.0,0.0
56,25,1.1283791670955126,9962.0,57.0,45.00001609038752,0.0,0.0,0.0
57,375,4.370193722368317,9989.066666666668,62.0,-20.060370281363664,10.968110516347217,2.104623621952975,14.207106781186548
58,25,1.1283791670955126,931.0,59.0,45.00001609038752,0.0,0.0,0.0
59,25,1.1283791670955126,1645.0,60.0,45.00001609038752,0.0,0.0,0.0
