,area,equivalent_diameter,centroid_x,centroid_y,orientation,major_axis_length,minor_axis_length,perimeter
1,250,3.5682482323055424,3090.5,4.0,-9.99155683357141,7.029182016525056,1.609534149547859,8.0
2,7117450,602.0703878343556,5144.399061461619,430.845703166162,-0.5649262027638285,901.1618544612144,569.6858575793918,9222.677267045745
3,4325,14.841510746523857,6036.1502890173415,7.404624277456647,-84.14189504104397,19.531678153870534,12.007498733012508,59.07716446627535
4,5003500,504.80309278301326,4692.149915059458,240.10722993904267,-68.5894243608791,534.3582578099799,490.6061504358209,1954.3809511662425
5,250,3.5682482323055424,3092.0,8.9,-21.80141728175464,6.752777206453652,1.9595917942265422,9.0
6,25,1.1283791670955126,6027.0,6.0,45.00001609038752,0.0,0.0,0.0
7,25,1.1283791670955126,6063.0,6.0,45.00001609038752,0.0,0.0,0.0
8,5692550,538.4414460415227,10698.424910628804,422.0067939675541,-14.42431439028377,854.2476681908647,350.2908421854301,2322.2854967367375
9,75,1.9544100476116797,9191.666666666666,7.666666666666667,45.00001609038752,2.3094010767585034,1.3333333333333333,3.414213562373095
10,195075,99.67491242819567,11830.477252338844,66.43765218505703,-65.37664851242948,131.23652317187518,81.27512704663988,481.70057685088807
11,25,1.1283791670955126,9188.0,10.0,45.00001609038752,0.0,0.0,0.0
12,25,1.1283791670955126,9187.0,11.0,45.00001609038752,0.0,0.0,0.0
13,175,2.985410660720923,6027.857142857143,15.285714285714286,59.527323334368745,3.582070095417669,2.4713456540351713,6.207106781186548
14,200,3.1915382432114616,6038.25,15.25,-82.98190793738294,3.8888437389046198,2.6223833385648136,7.82842712474619
15,225,3.385137501286538,6032.777777777777,15.444444444444445,-85.26886938506854,5.274258481434536,1.946056459258261,9.207106781186548
16,225,3.385137501286538,5993.111111111111,19.11111111111111,63.8238331411614,5.12951415812358,2.9746560017538557,8.414213562373096
17,325,4.068428945128219,6064.7692307692305,21.307692307692307,3.184133213085787,7.092896833678871,2.7625428339041367,12.414213562373096
18,25,1.1283791670955126,9203.0,20.0,45.00001609038752,0.0,0.0,0.0
19,25,1.1283791670955126,9202.0,21.0,45.00001609038752,0.0,0.0,0.0
20,4909000,500.01331682685867,1789.6593450804644,360.2696985129354,30.38546062369142,752.9819844172711,342.23800309839714,2660.396282536642
21,1256200,252.93821507208526,1974.2736825346283,210.54754418086293,21.447870862385425,416.7578242458402,159.77375463684308,1102.7737367038067
22,425,4.652426491681278,5992.64705882353,25.823529411764707,15.155612032442672,6.920891787029133,3.814588295196752,14.449747468305834
23,25,1.1283791670955126,1452.0,24.0,45.00001609038752,0.0,0.0,0.0
24,50,1.5957691216057308,6063.0,24.5,0.0,2.0,0.0,0.0
25,1250,7.978845608028654,6063.56,36.8,-3.4456148779709643,25.101064346155596,3.8103764499267228,44.69238815542512
26,150,2.763953195770684,6068.166666666667,27.833333333333332,-45.000016090387525,3.1269438398822857,2.309401076758503,6.242640687119286
27,25,1.1283791670955126,6061.0,28.0,45.00001609038752,0.0,0.0,0.0
28,3740575,436.46983905180576,5662.124406007098,216.12224056461906,86.87581784992551,524.9679123124768,378.30095428529285,1677.0773439350246
29,2849925,380.9796430010065,8762.172785248735,270.4006333500004,-49.150829546868614,522.4842908396289,291.6927048736054,1550.5525240414966
30,475,4.918490759365935,5995.105263157895,30.894736842105264,88.99525491499224,10.694937038023339,2.8655051102118225,16.44974746830583
31,1125,7.569397566060481,6071.044444444445,34.46666666666667,16.78046417100306,11.858941055601264,6.735026263361549,33.10660171779821
32,25,1.1283791670955126,2734.0,32.0,45.00001609038752,0.0,0.0,0.0
33,25,1.1283791670955126,2739.0,33.0,45.00001609038752,0.0,0.0,0.0
34,100,2.256758334191025,9169.75,34.0,0.0,2.8284271247461903,1.7320508075688772,4.621320343559642
35,250,3.5682482323055424,5994.2,35.6,18.434955414599127,5.656854249492381,2.5298221281347044,9.414213562373096
36,100,2.256758334191025,5997.5,34.5,45.00001609038752,2.0,2.0,4.0
37,100,2.256758334191025,6060.5,35.0,-31.71748575249332,3.23606797749979,1.2360679774997898,4.414213562373095
38,460975,153.22292245408866,5351.126850696893,106.67568740170292,-57.00449146895178,171.6211727481492,147.73765333042712,575.3696244092002
39,450,4.787307364817192,6067.611111111111,40.5,-13.238759707324496,8.214420562357606,3.1079088297201287,14.65685424949238
40,2628375,365.871616193073,8018.645132448756,240.09616207732915,-6.812033671458817,389.06113922903387,348.4250044864097,1340.780879378743
41,25,1.1283791670955126,5993.0,38.0,45.00001609038752,0.0,0.0,0.0
42,25,1.1283791670955126,6060.0,38.0,45.00001609038752,0.0,0.0,0.0
43,725,6.076507779746499,6025.310344827586,46.06896551724138,0.3428045008851558,15.22024612976119,3.499175139308371,24.035533905932738
44,200,3.1915382432114616,6072.125,43.375,60.94541769281258,5.656854249492381,2.345207879911715,8.82842712474619
45,1349250,262.1387766610593,9868.460329812859,224.8562164165277,-6.189005949025479,375.9412960127483,191.24623994271934,1683.6143571373727
46,25,1.1283791670955126,6004.0,43.0,45.00001609038752,0.0,0.0,0.0
47,125,2.5231325220201604,6091.0,45.0,45.00001609038752,2.5298221281347035,2.5298221281347035,5.656854249492381
48,1450,8.593479713983122,6077.672413793103,46.94827586206897,89.72997003527108,29.909503257102433,3.957499862676141,51.520815280171306
49,25,1.1283791670955126,2737.0,47.0,45.00001609038752,0.0,0.0,0.0
50,25,1.1283791670955126,6078.0,49.0,45.00001609038752,0.0,0.0,0.0
51,25,1.1283791670955126,6082.0,49.0,45.00001609038752,0.0,0.0,0.0
