,area,equivalent_diameter,centroid_x,centroid_y,orientation,major_axis_length,minor_axis_length,perimeter
1,100,2.256758334191025,5246.25,1.75,-71.5650767661759,3.4641016151377544,1.4142135623730951,3.2071067811865475
2,1900,9.83698151873187,7389.9473684210525,3.9342105263157894,86.26585916290887,21.581925574851613,5.982568478561662,53.59188309203678
3,25,1.1283791670955126,7420.0,1.0,45.00001609038752,0.0,0.0,0.0
4,25,1.1283791670955126,7426.0,1.0,45.00001609038752,0.0,0.0,0.0
5,25,1.1283791670955126,10268.0,1.0,45.00001609038752,0.0,0.0,0.0
6,75,1.9544100476116797,10276.333333333334,1.3333333333333333,45.00001609038752,2.3094010767585034,1.3333333333333333,3.414213562373095
7,25,1.1283791670955126,10908.0,1.0,45.00001609038752,0.0,0.0,0.0
8,25,1.1283791670955126,11069.0,1.0,45.00001609038752,0.0,0.0,0.0
9,650,5.753627391751592,11092.423076923076,3.076923076923077,87.83659563314382,7.120490161604828,5.64610498620895,18.692388155425114
10,925,6.863662517577698,234.48648648648648,7.648648648648648,17.535362928062515,13.588060005092503,8.790815149665871,28.106601717798213
11,50,1.5957691216057308,603.5,2.0,90.00003218077504,2.0,0.0,0.0
12,25,1.1283791670955126,612.0,2.0,45.00001609038752,0.0,0.0,0.0
13,25,1.1283791670955126,1137.0,2.0,45.00001609038752,0.0,0.0,0.0
14,25,1.1283791670955126,5144.0,2.0,45.00001609038752,0.0,0.0,0.0
15,25,1.1283791670955126,7372.0,2.0,45.00001609038752,0.0,0.0,0.0
16,75,1.9544100476116797,7378.0,2.0,90.00003218077504,3.265986323710904,0.0,1.0
17,25,1.1283791670955126,10297.0,2.0,45.00001609038752,0.0,0.0,0.0
18,250,3.5682482323055424,10915.3,2.2,84.55247341677872,10.485062758452443,1.2583556537456388,9.207106781186548
19,325,4.068428945128219,11107.76923076923,4.538461538461538,23.76678794234598,7.123218097332748,2.303714655928058,10.621320343559642
20,25,1.1283791670955126,11133.0,2.0,45.00001609038752,0.0,0.0,0.0
21,1225,7.898654169668588,11130.755102040815,4.346938775510204,-82.77510417177773,18.721538700532548,3.6486164289556307,34.071067811865476
22,550,5.292567428401227,11168.363636363636,3.9545454545454546,85.03578137902973,9.174292706896852,4.695447727452314,16.65685424949238
23,75,1.9544100476116797,11172.666666666666,2.3333333333333335,-45.00001609038752,2.3094010767585034,1.3333333333333333,3.414213562373095
24,25,1.1283791670955126,11183.0,2.0,45.00001609038752,0.0,0.0,0.0
25,25,1.1283791670955126,239.0,3.0,45.00001609038752,0.0,0.0,0.0
26,75,1.9544100476116797,606.0,3.0,90.00003218077504,3.265986323710904,0.0,1.0
27,25,1.1283791670955126,611.0,3.0,45.00001609038752,0.0,0.0,0.0
28,1000,7.136496464611085,7372.1,5.3,-83.8128309524218,15.173452619674123,4.915926728349854,32.65685424949238
29,2850,12.047792665040703,10261.771929824561,6.0964912280701755,-84.5158584958727,27.361405121208023,6.42257563468756,64.00609665440987
30,25,1.1283791670955126,11081.0,3.0,45.00001609038752,0.0,0.0,0.0
31,25,1.1283791670955126,240.0,4.0,45.00001609038752,0.0,0.0,0.0
32,50,1.5957691216057308,609.5,4.0,90.00003218077504,2.0,0.0,0.0
33,50,1.5957691216057308,1136.0,4.5,0.0,2.0,0.0,0.0
34,50,1.5957691216057308,6849.5,4.0,90.00003218077504,2.0,0.0,0.0
35,25,1.1283791670955126,10247.0,4.0,45.00001609038752,0.0,0.0,0.0
36,50,1.5957691216057308,10920.5,4.0,90.00003218077504,2.0,0.0,0.0
37,25,1.1283791670955126,10933.0,4.0,45.00001609038752,0.0,0.0,0.0
38,75,1.9544100476116797,241.66666666666666,5.333333333333333,-45.00001609038752,2.3094010767585034,1.3333333333333333,3.414213562373095
39,150,2.763953195770684,3607.6666666666665,5.5,-80.53770658936206,4.47213595499958,1.8856180831641267,6.414213562373095
40,25,1.1283791670955126,3611.0,5.0,45.00001609038752,0.0,0.0,0.0
41,25,1.1283791670955126,6857.0,5.0,45.00001609038752,0.0,0.0,0.0
42,25,1.1283791670955126,7325.0,5.0,45.00001609038752,0.0,0.0,0.0
43,25,1.1283791670955126,10922.0,5.0,45.00001609038752,0.0,0.0,0.0
44,25,1.1283791670955126,10934.0,5.0,45.00001609038752,0.0,0.0,0.0
45,25,1.1283791670955126,10937.0,5.0,45.00001609038752,0.0,0.0,0.0
46,300,3.9088200952233594,10937.666666666666,6.583333333333333,-82.25386390287028,10.19683502194601,2.7329471234657614,10.414213562373096
47,275,3.742410318509555,237.9090909090909,7.636363636363637,15.070698164777372,4.346129984141888,3.067356324605906,9.414213562373096
48,275,3.742410318509555,6859.0,7.7272727272727275,52.62757816925831,5.304758877151656,2.6519967900223733,8.65685424949238
49,75,1.9544100476116797,10926.0,6.0,90.00003218077504,3.265986323710904,0.0,1.0
50,25,1.1283791670955126,10931.0,6.0,45.00001609038752,0.0,0.0,0.0
51,25,1.1283791670955126,11137.0,6.0,45.00001609038752,0.0,0.0,0.0
52,25,1.1283791670955126,1135.0,7.0,45.00001609038752,0.0,0.0,0.0
53,25,1.1283791670955126,1137.0,7.0,45.00001609038752,0.0,0.0,0.0
54,3000,12.360774464742066,3565.5583333333334,13.0,-86.7374847751621,28.20200663351418,8.52011604373894,74.8700576850888
55,75,1.9544100476116797,6018.666666666667,7.333333333333333,-45.00001609038752,2.3094010767585034,1.3333333333333333,3.414213562373095
56,25,1.1283791670955126,6093.0,7.0,45.00001609038752,0.0,0.0,0.0
